AR	ind	sample_id	region	sex	median_cov	normalized_cov
TBL1Y	ERR1347736	S_Papuan-12	Oceania	XY	20	1
PRKY	ERR1347736	S_Papuan-12	Oceania	XY	18	0.9
USP9Y	ERR1347736	S_Papuan-12	Oceania	XY	22	1.1
DBY	ERR1347736	S_Papuan-12	Oceania	XY	22	1.1
UTY	ERR1347736	S_Papuan-12	Oceania	XY	22	1.1
TMSB4Y	ERR1347736	S_Papuan-12	Oceania	XY	20	1
NLGN4Y	ERR1347736	S_Papuan-12	Oceania	XY	21	1.05
TXLNGY	ERR1347736	S_Papuan-12	Oceania	XY	20	1
KDM5D	ERR1347736	S_Papuan-12	Oceania	XY	20	1
EIF1AY	ERR1347736	S_Papuan-12	Oceania	XY	21	1.05
RPS4Y2	ERR1347736	S_Papuan-12	Oceania	XY	20	1
TSPY	ERR1347736	S_Papuan-12	Oceania	XY	580	29
VCY	ERR1347736	S_Papuan-12	Oceania	XY	25	1.25
XKRY	ERR1347736	S_Papuan-12	Oceania	XY	37	1.85
CDY	ERR1347736	S_Papuan-12	Oceania	XY	64	3.2
HSFY	ERR1347736	S_Papuan-12	Oceania	XY	40	2
RBMY1A1	ERR1347736	S_Papuan-12	Oceania	XY	144	7.2
PRY	ERR1347736	S_Papuan-12	Oceania	XY	72	3.6
BPY2	ERR1347736	S_Papuan-12	Oceania	XY	61	3.05
DAZ	ERR1347736	S_Papuan-12	Oceania	XY	76	3.8
chrY.background	ERR1347736	S_Papuan-12	Oceania	XY	20	1
TGIF2LY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	10	0.476190476190476
PCDH11Y	ERR1347737	S_Ju_hoan_North-1	Africa	XY	11	0.523809523809524
SRY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	23	1.0952380952381
RPS4Y1	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
ZFY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	22	1.04761904761905
AMELY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
TBL1Y	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
PRKY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	19	0.904761904761905
USP9Y	ERR1347737	S_Ju_hoan_North-1	Africa	XY	22	1.04761904761905
DBY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	22	1.04761904761905
UTY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	23	1.0952380952381
TMSB4Y	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
NLGN4Y	ERR1347737	S_Ju_hoan_North-1	Africa	XY	22	1.04761904761905
TXLNGY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	22	1.04761904761905
KDM5D	ERR1347737	S_Ju_hoan_North-1	Africa	XY	22	1.04761904761905
EIF1AY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
RPS4Y2	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
TSPY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	568	27.047619047619
VCY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	26	1.23809523809524
XKRY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	43	2.04761904761905
CDY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	69	3.28571428571429
HSFY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	44	2.0952380952381
RBMY1A1	ERR1347737	S_Ju_hoan_North-1	Africa	XY	176	8.38095238095238
PRY	ERR1347737	S_Ju_hoan_North-1	Africa	XY	78	3.71428571428571
BPY2	ERR1347737	S_Ju_hoan_North-1	Africa	XY	63	3
DAZ	ERR1347737	S_Ju_hoan_North-1	Africa	XY	84	4
chrY.background	ERR1347737	S_Ju_hoan_North-1	Africa	XY	21	1
TGIF2LY	ERR1347738	S_Mixtec-1	America	XY	9	0.45
PCDH11Y	ERR1347738	S_Mixtec-1	America	XY	11	0.55
SRY	ERR1347738	S_Mixtec-1	America	XY	19	0.95
RPS4Y1	ERR1347738	S_Mixtec-1	America	XY	21	1.05
ZFY	ERR1347738	S_Mixtec-1	America	XY	21	1.05
AMELY	ERR1347738	S_Mixtec-1	America	XY	21	1.05
TBL1Y	ERR1347738	S_Mixtec-1	America	XY	21	1.05
PRKY	ERR1347738	S_Mixtec-1	America	XY	19	0.95
USP9Y	ERR1347738	S_Mixtec-1	America	XY	21	1.05
DBY	ERR1347738	S_Mixtec-1	America	XY	22	1.1
UTY	ERR1347738	S_Mixtec-1	America	XY	22	1.1
TMSB4Y	ERR1347738	S_Mixtec-1	America	XY	20	1
NLGN4Y	ERR1347738	S_Mixtec-1	America	XY	21	1.05
TXLNGY	ERR1347738	S_Mixtec-1	America	XY	21	1.05
KDM5D	ERR1347738	S_Mixtec-1	America	XY	22	1.1
EIF1AY	ERR1347738	S_Mixtec-1	America	XY	22	1.1
RPS4Y2	ERR1347738	S_Mixtec-1	America	XY	20	1
TSPY	ERR1347738	S_Mixtec-1	America	XY	522	26.1
VCY	ERR1347738	S_Mixtec-1	America	XY	24	1.2
XKRY	ERR1347738	S_Mixtec-1	America	XY	41	2.05
CDY	ERR1347738	S_Mixtec-1	America	XY	69	3.45
HSFY	ERR1347738	S_Mixtec-1	America	XY	43	2.15
RBMY1A1	ERR1347738	S_Mixtec-1	America	XY	131	6.55
PRY	ERR1347738	S_Mixtec-1	America	XY	75	3.75
BPY2	ERR1347738	S_Mixtec-1	America	XY	62	3.1
DAZ	ERR1347738	S_Mixtec-1	America	XY	80	4
chrY.background	ERR1347738	S_Mixtec-1	America	XY	20	1
TGIF2LY	ERR1347739	S_Tu-1	EastAsia	XY	10	0.454545454545455
PCDH11Y	ERR1347739	S_Tu-1	EastAsia	XY	12	0.545454545454545
SRY	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
RPS4Y1	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
ZFY	ERR1347739	S_Tu-1	EastAsia	XY	25	1.13636363636364
AMELY	ERR1347739	S_Tu-1	EastAsia	XY	22	1
TBL1Y	ERR1347739	S_Tu-1	EastAsia	XY	22	1
PRKY	ERR1347739	S_Tu-1	EastAsia	XY	20	0.909090909090909
USP9Y	ERR1347739	S_Tu-1	EastAsia	XY	24	1.09090909090909
DBY	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
UTY	ERR1347739	S_Tu-1	EastAsia	XY	24	1.09090909090909
TMSB4Y	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
NLGN4Y	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
TXLNGY	ERR1347739	S_Tu-1	EastAsia	XY	24	1.09090909090909
KDM5D	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
EIF1AY	ERR1347739	S_Tu-1	EastAsia	XY	23	1.04545454545455
RPS4Y2	ERR1347739	S_Tu-1	EastAsia	XY	22	1
TSPY	ERR1347739	S_Tu-1	EastAsia	XY	484	22
VCY	ERR1347739	S_Tu-1	EastAsia	XY	26	1.18181818181818
XKRY	ERR1347739	S_Tu-1	EastAsia	XY	48	2.18181818181818
CDY	ERR1347739	S_Tu-1	EastAsia	XY	73	3.31818181818182
HSFY	ERR1347739	S_Tu-1	EastAsia	XY	48	2.18181818181818
RBMY1A1	ERR1347739	S_Tu-1	EastAsia	XY	185	8.40909090909091
PRY	ERR1347739	S_Tu-1	EastAsia	XY	81	3.68181818181818
BPY2	ERR1347739	S_Tu-1	EastAsia	XY	69	3.13636363636364
DAZ	ERR1347739	S_Tu-1	EastAsia	XY	89	4.04545454545455
chrY.background	ERR1347739	S_Tu-1	EastAsia	XY	22	1
TGIF2LY	ERR1395548	S_Tajik-2	WestEurasia	XY	9	0.409090909090909
PCDH11Y	ERR1395548	S_Tajik-2	WestEurasia	XY	12	0.545454545454545
SRY	ERR1395548	S_Tajik-2	WestEurasia	XY	23	1.04545454545455
RPS4Y1	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
ZFY	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
AMELY	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
TBL1Y	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
PRKY	ERR1395548	S_Tajik-2	WestEurasia	XY	20	0.909090909090909
USP9Y	ERR1395548	S_Tajik-2	WestEurasia	XY	23	1.04545454545455
DBY	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
UTY	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
TMSB4Y	ERR1395548	S_Tajik-2	WestEurasia	XY	21	0.954545454545455
NLGN4Y	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
TXLNGY	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
KDM5D	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
EIF1AY	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
RPS4Y2	ERR1395548	S_Tajik-2	WestEurasia	XY	21	0.954545454545455
TSPY	ERR1395548	S_Tajik-2	WestEurasia	XY	551	25.0454545454545
VCY	ERR1395548	S_Tajik-2	WestEurasia	XY	23	1.04545454545455
XKRY	ERR1395548	S_Tajik-2	WestEurasia	XY	45	2.04545454545455
CDY	ERR1395548	S_Tajik-2	WestEurasia	XY	74	3.36363636363636
HSFY	ERR1395548	S_Tajik-2	WestEurasia	XY	45	2.04545454545455
RBMY1A1	ERR1395548	S_Tajik-2	WestEurasia	XY	120	5.45454545454545
PRY	ERR1395548	S_Tajik-2	WestEurasia	XY	80	3.63636363636364
BPY2	ERR1395548	S_Tajik-2	WestEurasia	XY	88	4
DAZ	ERR1395548	S_Tajik-2	WestEurasia	XY	87	3.95454545454545
chrY.background	ERR1395548	S_Tajik-2	WestEurasia	XY	22	1
TGIF2LY	ERR1395549	S_Yadava-2	SouthAsia	XY	9	0.391304347826087
PCDH11Y	ERR1395549	S_Yadava-2	SouthAsia	XY	13	0.565217391304348
SRY	ERR1395549	S_Yadava-2	SouthAsia	XY	22	0.956521739130435
RPS4Y1	ERR1395549	S_Yadava-2	SouthAsia	XY	22	0.956521739130435
ZFY	ERR1395549	S_Yadava-2	SouthAsia	XY	23	1
AMELY	ERR1395549	S_Yadava-2	SouthAsia	XY	23	1
TBL1Y	ERR1395549	S_Yadava-2	SouthAsia	XY	23	1
PRKY	ERR1395549	S_Yadava-2	SouthAsia	XY	21	0.91304347826087
USP9Y	ERR1395549	S_Yadava-2	SouthAsia	XY	24	1.04347826086957
DBY	ERR1395549	S_Yadava-2	SouthAsia	XY	23	1
UTY	ERR1395549	S_Yadava-2	SouthAsia	XY	24	1.04347826086957
TMSB4Y	ERR1395549	S_Yadava-2	SouthAsia	XY	22	0.956521739130435
NLGN4Y	ERR1395549	S_Yadava-2	SouthAsia	XY	24	1.04347826086957
TXLNGY	ERR1395549	S_Yadava-2	SouthAsia	XY	24	1.04347826086957
KDM5D	ERR1395549	S_Yadava-2	SouthAsia	XY	24	1.04347826086957
EIF1AY	ERR1395549	S_Yadava-2	SouthAsia	XY	23	1
RPS4Y2	ERR1395549	S_Yadava-2	SouthAsia	XY	22	0.956521739130435
TSPY	ERR1395549	S_Yadava-2	SouthAsia	XY	639	27.7826086956522
VCY	ERR1395549	S_Yadava-2	SouthAsia	XY	25	1.08695652173913
XKRY	ERR1395549	S_Yadava-2	SouthAsia	XY	51	2.21739130434783
CDY	ERR1395549	S_Yadava-2	SouthAsia	XY	78	3.39130434782609
HSFY	ERR1395549	S_Yadava-2	SouthAsia	XY	48	2.08695652173913
RBMY1A1	ERR1395549	S_Yadava-2	SouthAsia	XY	165	7.17391304347826
PRY	ERR1395549	S_Yadava-2	SouthAsia	XY	82	3.56521739130435
BPY2	ERR1395549	S_Yadava-2	SouthAsia	XY	72	3.1304347826087
DAZ	ERR1395549	S_Yadava-2	SouthAsia	XY	94	4.08695652173913
chrY.background	ERR1395549	S_Yadava-2	SouthAsia	XY	23	1
TGIF2LY	ERR1395591	S_Luo-1	Africa	XY	8	0.444444444444444
PCDH11Y	ERR1395591	S_Luo-1	Africa	XY	9	0.5
SRY	ERR1395591	S_Luo-1	Africa	XY	18	1
RPS4Y1	ERR1395591	S_Luo-1	Africa	XY	18	1
ZFY	ERR1395591	S_Luo-1	Africa	XY	17	0.944444444444444
AMELY	ERR1395591	S_Luo-1	Africa	XY	18	1
TBL1Y	ERR1395591	S_Luo-1	Africa	XY	18	1
PRKY	ERR1395591	S_Luo-1	Africa	XY	16	0.888888888888889
USP9Y	ERR1395591	S_Luo-1	Africa	XY	18	1
DBY	ERR1395591	S_Luo-1	Africa	XY	18	1
UTY	ERR1395591	S_Luo-1	Africa	XY	18	1
TMSB4Y	ERR1395591	S_Luo-1	Africa	XY	16	0.888888888888889
NLGN4Y	ERR1395591	S_Luo-1	Africa	XY	18	1
TXLNGY	ERR1395591	S_Luo-1	Africa	XY	17	0.944444444444444
KDM5D	ERR1395591	S_Luo-1	Africa	XY	18	1
EIF1AY	ERR1395591	S_Luo-1	Africa	XY	17	0.944444444444444
RPS4Y2	ERR1395591	S_Luo-1	Africa	XY	18	1
TSPY	ERR1395591	S_Luo-1	Africa	XY	546	30.3333333333333
VCY	ERR1395591	S_Luo-1	Africa	XY	22	1.22222222222222
XKRY	ERR1395591	S_Luo-1	Africa	XY	37	2.05555555555556
CDY	ERR1395591	S_Luo-1	Africa	XY	58	3.22222222222222
HSFY	ERR1395591	S_Luo-1	Africa	XY	36	2
RBMY1A1	ERR1395591	S_Luo-1	Africa	XY	117	6.5
PRY	ERR1395591	S_Luo-1	Africa	XY	66	3.66666666666667
BPY2	ERR1395591	S_Luo-1	Africa	XY	56	3.11111111111111
DAZ	ERR1395591	S_Luo-1	Africa	XY	69	3.83333333333333
chrY.background	ERR1395591	S_Luo-1	Africa	XY	18	1
TGIF2LY	ERR1395546	S_Igorot-1	Oceania	XX	NA	NA
PCDH11Y	ERR1395546	S_Igorot-1	Oceania	XX	2	1
SRY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
RPS4Y1	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
ZFY	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
AMELY	ERR1395546	S_Igorot-1	Oceania	XX	4	2
TBL1Y	ERR1395546	S_Igorot-1	Oceania	XX	3	1.5
PRKY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
USP9Y	ERR1395546	S_Igorot-1	Oceania	XX	2	1
DBY	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
UTY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
TMSB4Y	ERR1395546	S_Igorot-1	Oceania	XX	1.5	0.75
NLGN4Y	ERR1395546	S_Igorot-1	Oceania	XX	2	1
TXLNGY	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
KDM5D	ERR1395546	S_Igorot-1	Oceania	XX	2	1
EIF1AY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
RPS4Y2	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
TSPY	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
VCY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
XKRY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
CDY	ERR1395546	S_Igorot-1	Oceania	XX	1	0.5
HSFY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
RBMY1A1	ERR1395546	S_Igorot-1	Oceania	XX	3	1.5
PRY	ERR1395546	S_Igorot-1	Oceania	XX	2	1
BPY2	ERR1395546	S_Igorot-1	Oceania	XX	4	2
DAZ	ERR1395546	S_Igorot-1	Oceania	XX	2	1
chrY.background	ERR1395546	S_Igorot-1	Oceania	XX	2	1
TGIF2LY	ERR1395547	S_Chane-1	America	XY	12	0.461538461538462
PCDH11Y	ERR1395547	S_Chane-1	America	XY	14	0.538461538461538
SRY	ERR1395547	S_Chane-1	America	XY	28	1.07692307692308
RPS4Y1	ERR1395547	S_Chane-1	America	XY	25	0.961538461538462
ZFY	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
AMELY	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
TBL1Y	ERR1395547	S_Chane-1	America	XY	25	0.961538461538462
PRKY	ERR1395547	S_Chane-1	America	XY	23	0.884615384615385
USP9Y	ERR1395547	S_Chane-1	America	XY	28	1.07692307692308
DBY	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
UTY	ERR1395547	S_Chane-1	America	XY	28	1.07692307692308
TMSB4Y	ERR1395547	S_Chane-1	America	XY	25	0.961538461538462
NLGN4Y	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
TXLNGY	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
KDM5D	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
EIF1AY	ERR1395547	S_Chane-1	America	XY	27	1.03846153846154
RPS4Y2	ERR1395547	S_Chane-1	America	XY	24	0.923076923076923
TSPY	ERR1395547	S_Chane-1	America	XY	606	23.3076923076923
VCY	ERR1395547	S_Chane-1	America	XY	25	0.961538461538462
XKRY	ERR1395547	S_Chane-1	America	XY	86	3.30769230769231
CDY	ERR1395547	S_Chane-1	America	XY	106	4.07692307692308
HSFY	ERR1395547	S_Chane-1	America	XY	55	2.11538461538462
RBMY1A1	ERR1395547	S_Chane-1	America	XY	118	4.53846153846154
PRY	ERR1395547	S_Chane-1	America	XY	95	3.65384615384615
BPY2	ERR1395547	S_Chane-1	America	XY	80	3.07692307692308
DAZ	ERR1395547	S_Chane-1	America	XY	108	4.15384615384615
chrY.background	ERR1395547	S_Chane-1	America	XY	26	1
TGIF2LY	ERR1395545	S_Irula-1	SouthAsia	XY	10	0.434782608695652
PCDH11Y	ERR1395545	S_Irula-1	SouthAsia	XY	13	0.565217391304348
SRY	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
RPS4Y1	ERR1395545	S_Irula-1	SouthAsia	XY	22	0.956521739130435
ZFY	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
AMELY	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
TBL1Y	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
PRKY	ERR1395545	S_Irula-1	SouthAsia	XY	20	0.869565217391304
USP9Y	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
DBY	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
UTY	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
TMSB4Y	ERR1395545	S_Irula-1	SouthAsia	XY	22	0.956521739130435
NLGN4Y	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
TXLNGY	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
KDM5D	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
EIF1AY	ERR1395545	S_Irula-1	SouthAsia	XY	24	1.04347826086957
RPS4Y2	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
TSPY	ERR1395545	S_Irula-1	SouthAsia	XY	615	26.7391304347826
VCY	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
XKRY	ERR1395545	S_Irula-1	SouthAsia	XY	51	2.21739130434783
CDY	ERR1395545	S_Irula-1	SouthAsia	XY	81	3.52173913043478
HSFY	ERR1395545	S_Irula-1	SouthAsia	XY	48	2.08695652173913
RBMY1A1	ERR1395545	S_Irula-1	SouthAsia	XY	189	8.21739130434783
PRY	ERR1395545	S_Irula-1	SouthAsia	XY	85	3.69565217391304
BPY2	ERR1395545	S_Irula-1	SouthAsia	XY	70	3.04347826086957
DAZ	ERR1395545	S_Irula-1	SouthAsia	XY	92	4
chrY.background	ERR1395545	S_Irula-1	SouthAsia	XY	23	1
TGIF2LY	ERR1347721	S_Mixe-2	America	XX	NA	NA
PCDH11Y	ERR1347721	S_Mixe-2	America	XX	2	1
SRY	ERR1347721	S_Mixe-2	America	XX	2	1
RPS4Y1	ERR1347721	S_Mixe-2	America	XX	2	1
ZFY	ERR1347721	S_Mixe-2	America	XX	2	1
AMELY	ERR1347721	S_Mixe-2	America	XX	4	2
TBL1Y	ERR1347721	S_Mixe-2	America	XX	2	1
PRKY	ERR1347721	S_Mixe-2	America	XX	2	1
USP9Y	ERR1347721	S_Mixe-2	America	XX	2	1
DBY	ERR1347721	S_Mixe-2	America	XX	3	1.5
UTY	ERR1347721	S_Mixe-2	America	XX	2	1
TMSB4Y	ERR1347721	S_Mixe-2	America	XX	1	0.5
NLGN4Y	ERR1347721	S_Mixe-2	America	XX	2	1
TXLNGY	ERR1347721	S_Mixe-2	America	XX	2	1
KDM5D	ERR1347721	S_Mixe-2	America	XX	2	1
EIF1AY	ERR1347721	S_Mixe-2	America	XX	2	1
RPS4Y2	ERR1347721	S_Mixe-2	America	XX	2	1
TSPY	ERR1347721	S_Mixe-2	America	XX	2	1
VCY	ERR1347721	S_Mixe-2	America	XX	2	1
XKRY	ERR1347721	S_Mixe-2	America	XX	2	1
CDY	ERR1347721	S_Mixe-2	America	XX	1	0.5
HSFY	ERR1347721	S_Mixe-2	America	XX	2	1
RBMY1A1	ERR1347721	S_Mixe-2	America	XX	2	1
PRY	ERR1347721	S_Mixe-2	America	XX	3	1.5
BPY2	ERR1347721	S_Mixe-2	America	XX	4	2
DAZ	ERR1347721	S_Mixe-2	America	XX	2	1
chrY.background	ERR1347721	S_Mixe-2	America	XX	2	1
TGIF2LY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	NA	NA
PCDH11Y	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
SRY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	3	1.5
RPS4Y1	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
ZFY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
AMELY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	5	2.5
TBL1Y	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	4	2
PRKY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
USP9Y	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
DBY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
UTY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
TMSB4Y	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
NLGN4Y	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
TXLNGY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
KDM5D	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
EIF1AY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
RPS4Y2	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
TSPY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	1	0.5
VCY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
XKRY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	3	1.5
CDY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
HSFY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
RBMY1A1	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
PRY	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	5	2.5
BPY2	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	4	2
DAZ	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
chrY.background	ERR1395583	S_Kyrgyz-2	CentralAsiaSiberia	XX	2	1
TGIF2LY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	1	0.5
PCDH11Y	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
SRY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
RPS4Y1	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
ZFY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	1	0.5
AMELY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	7	3.5
TBL1Y	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	4	2
PRKY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
USP9Y	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
DBY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	NA	NA
UTY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
TMSB4Y	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	1	0.5
NLGN4Y	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
TXLNGY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
KDM5D	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
EIF1AY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
RPS4Y2	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	1	0.5
TSPY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	3	1.5
VCY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	1	0.5
XKRY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	3	1.5
CDY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	4	2
HSFY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
RBMY1A1	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
PRY	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	3	1.5
BPY2	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	4	2
DAZ	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
chrY.background	ERR1347724	S_Eskimo_Naukan-1	CentralAsiaSiberia	XX	2	1
TGIF2LY	ERR1019036	S_Bergamo-2	WestEurasia	XX	3	1.5
PCDH11Y	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
SRY	ERR1019036	S_Bergamo-2	WestEurasia	XX	3	1.5
RPS4Y1	ERR1019036	S_Bergamo-2	WestEurasia	XX	3	1.5
ZFY	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
AMELY	ERR1019036	S_Bergamo-2	WestEurasia	XX	4	2
TBL1Y	ERR1019036	S_Bergamo-2	WestEurasia	XX	3	1.5
PRKY	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
USP9Y	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
DBY	ERR1019036	S_Bergamo-2	WestEurasia	XX	1	0.5
UTY	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
TMSB4Y	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
NLGN4Y	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
TXLNGY	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
KDM5D	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
EIF1AY	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
RPS4Y2	ERR1019036	S_Bergamo-2	WestEurasia	XX	2	1
TSPY	ERR1019036	S_Bergamo-2	WestEurasia	XX	1	0.5
VCY	ERR1019036	S_Bergamo-2	WestEurasia	XX	1	0.5
XKRY	ERR1019036	S_Bergamo-2	WestEurasia	XX	4	2
